,0,1,2,3
[0 0],-13.822208758579139,5.3890145312817435,-9.083093190654395,-10.191289223993623
[1 0],-14.062049047584576,-7.590473484432085,-13.961563657691794,-14.073405232861116
[1 1],-13.706166558550988,-2.2385610673491145,-8.28225748958202,-13.699945043950912
[0 1],-8.93891343272004,10.065166333014115,-12.307640312749964,-8.209098762333005
[0 2],-7.1987558692140805,12.734027717891848,-6.861680584884718,-4.802654664719368
[0 3],-10.265229259414733,-5.883055167382625,-4.568590981710625,17.20353075981554
[1 3],-9.50045999622806,21.499402321211747,-7.680708605237069,-7.322434604926392
[1 2],-11.520947026916618,5.241549562168875,-11.88958258610475,-13.24659635313651
[2 2],-12.94137875018653,-12.989962106059536,-12.923587325114847,-12.85264399286092
[3 2],-12.608305933372076,-12.574891660820308,-12.569489243116264,-12.10660187108444
[3 3],-11.965382950733806,-11.951462101203107,-12.602975067656384,-11.848509235932275
[1 4],-1.6174331177186647,25.02779654723339,-4.20066099197307,-6.032378598021067
[2 4],-12.592210927078808,5.983935186979266,-8.56217157981011,-11.487704512284619
[3 4],-11.524376244698129,-11.46183482384162,-11.533009002088201,-11.524265954981864
[2 3],-11.408345995186046,-2.337541020368656,-9.629051717972118,-11.325441025531198
[0 4],-11.915394545258279,-6.528257943846749,-12.512390343726455,3.021977462242595
[0 5],-11.654153020176734,-11.798470398638418,-12.047021049927363,7.807030146904222
[1 5],-3.5634391944986703,29.096995236315465,-2.130115637996977,3.365519687307574
[1 6],-5.899407364816579,-6.804814606481758,-2.1220888713959214,33.253946020631105
[2 5],-11.357831605004577,22.11140654866173,-11.12204277042518,-10.529800651732089
[2 6],-0.406886579055063,40.84444136801986,1.0099722646432352,5.162400211095206
[3 5],-11.138659301389964,-3.3896609436706484,-11.171006562860763,-11.126079891694218
[4 5],-11.024724154806401,-4.911968389079896,-11.05730737963191,-10.845444202543172
[3 6],-9.013783164614063,17.99189084086525,-10.750523221855744,-10.810726222722021
[2 7],7.3513748348043375,47.541467193192524,-1.8857732215835084,12.780921499790592
[3 7],-10.222992913170645,2.571385108819541,-6.9622674183791,38.260181067791706
[0 6],-9.373541096324423,-11.270424559047928,-11.825824569103677,3.601898183567551
[0 7],-9.260573422175547,-10.889099925853584,-11.141338290540975,-10.826263747763754
[1 7],-10.12995683277656,6.351584314503086,-10.12482776179859,-10.727760694479294
[2 1],-13.412182898882001,-13.180315512843697,-13.349784814183193,-13.229558976544038
[3 1],-12.90962351715141,-12.566442263242896,-12.940814630561173,-12.823070819367679
[2 0],-14.131551185197903,-13.448373242305015,-13.522041898545048,-13.564084554473183
[3 0],-13.516763364161285,-12.907370479863388,-12.907159770810134,-12.962982655302335
[4 1],-12.40600306212345,-12.145978376949007,-12.534765373235263,-12.37115382054817
[4 2],-12.173433692360835,-11.030820936290247,-12.202542596629382,-12.152139407107242
[4 3],-11.706940188900816,-9.631165182214565,-11.906197015272154,-11.759631902579983
[4 4],-11.363133993942489,-7.790995976973065,-11.417108616523079,-11.247394612806708
[5 5],-10.771103630327174,-10.647583444149431,-10.737750541990884,-11.124610650575963
[5 4],-11.185970778997746,-11.074883572604815,-11.130817562168943,-11.653162607089062
[4 6],-10.707171729412964,3.6528414991089098,-10.557157781594414,-10.584292748205877
[5 6],-10.45357196384104,-10.211867812108528,-10.350996588192352,-10.349522179390707
[3 8],7.562652996935483,8.74389744018634,9.085161906485222,57.86247852446161
[4 7],-7.306806048862617,51.478317501459934,-8.933471524071464,-8.620034544789089
[5 7],-9.650453423746134,-5.8199443362348315,-9.796626257616177,-10.158374755240981
[2 8],5.651227702887914,-1.903516974088734,3.4161571348373645,52.48911545532588
[1 8],-10.204766563299692,-10.434483022205393,-10.158143003315105,22.578589131752523
[1 9],-10.15637867969186,-10.031591388322202,-10.058567421252356,-10.094610826912572
[ 1 10],-9.752727449138249,-9.795602018784974,-9.714627424417772,-9.699365622968534
[ 2 10],-9.499273122444094,-9.462935710103421,-9.460852647630164,-9.591961894801356
